Timestamp,Voltage (V),Current (A),Power Consumption (kW),Reactive Power (kVAR),Power Factor,Solar Power (kW),Wind Power (kW),Grid Supply (kW),Voltage Fluctuation (%),Overload Condition,Transformer Fault,Temperature (°C),Humidity (%),Electricity Price (USD/kWh),Predicted Load (kW)
2025-01-01 00:00:00,227.23965459470227,31.52986734294042,7.164836164426564,0.9699664845369094,0.8229428276203937,24.08810162715417,12.810625305521947,0.0,2.548614600996375,0,0,32.93440510135643,58.79601605557647,0.1745547036898223,7.3468974592193055
2025-01-01 00:15:00,235.76236741963535,36.647993615274544,8.640217735916808,0.9254911789809864,0.906134984496858,1.681782553225858,12.597621135180956,0.0,3.2031067840451666,0,0,22.91821716181635,68.2764127495548,0.164295679480956,8.522060745504584
2025-01-01 00:30:00,227.09788974607287,25.075101301012857,5.6945025906290265,1.5981054993101482,0.936700656326766,32.85858910419972,24.128796936151225,0.0,1.808598902141794,1,0,14.366121502813057,72.80414220577156,0.1532954755359614,5.535635687130149
2025-01-01 00:45:00,226.2390751434508,43.91373224123337,9.935002168353773,3.92270271548666,0.8635201077420644,14.299705333089197,6.034742505772957,0.0,1.33539625769766,0,0,17.14741757568854,29.73634436556137,0.3519259013556188,9.746894162362038
2025-01-01 01:00:00,235.13341037235816,8.084051767335684,1.9008306616803288,0.5494501286798732,0.9224756343437848,8.978505609298592,0.6233583339424298,0.0,3.50810680410181,0,0,14.888373341583543,65.28912665095149,0.1598374718335947,1.8397749100406768
2025-01-01 01:15:00,231.29835507965885,10.465167279210196,2.420575977314787,0.7767434335573553,0.8029068283306774,9.302965023038508,25.723594607871057,0.0,-2.839150243226809,0,0,32.277360563457975,50.48441891226887,0.4175312963941825,2.3834809875473506
2025-01-01 01:30:00,240.5589117531582,15.254300315692523,3.669557883498852,0.4303923487398339,0.8797018396830631,25.0366746924575,5.35608678546573,0.0,0.4017049070980434,0,0,39.1805561621495,41.73308491021357,0.351405395014144,3.805540540975128
2025-01-01 01:45:00,225.68879238596773,9.578471432053176,2.161753650403572,0.803352134432519,0.8193013254841344,2.698571611393385,8.119662615903025,0.0,-1.5247200651702797,0,0,37.642470491919326,21.111782534975635,0.4065414255980262,2.068136654413083
2025-01-01 02:00:00,227.40582035267,39.0159109489058,8.872445236142642,2.600199010411207,0.8610676876534521,47.34928811970055,0.4105748469811143,0.0,3.980187460520545,1,0,32.91723495279997,55.07216173710161,0.2162545561484269,8.547883197381855
2025-01-01 02:15:00,235.60983868713916,21.330571069576614,5.025692408807503,1.6017658545688422,0.8047657661785742,12.764808881387884,16.248264612945,0.0,-1.3569181667252748,0,0,24.574985874575205,68.51105300438317,0.1560724292074283,4.912572435448019
2025-01-01 02:30:00,223.60449814369488,32.191463740250185,7.198156094149594,2.5980402347854614,0.825834060237997,16.717302601388877,15.395497477846284,0.0,-0.7764417231904472,0,0,25.60503424428441,29.28552541152473,0.4853817354586776,7.547049737960076
2025-01-01 02:45:00,236.59846178962945,39.4207207902488,9.32688190161133,2.790973733608197,0.8939198521116826,30.19752779810411,16.00736079763453,0.0,-1.2718109650372234,0,0,13.39587964391621,27.1273812276723,0.1093766589176012,9.648806556350506
2025-01-01 03:00:00,223.96272308907717,29.6244925410974,6.634782019636228,0.9266049601672643,0.8799040278807958,25.65923457347327,18.33864802063212,0.0,2.0033223304551733,0,0,34.97326696254122,21.44298480014228,0.359861624164281,6.701758879617284
2025-01-01 03:15:00,233.0511178160552,29.005406701458437,6.759742454484186,1.8303088107193837,0.975585786947883,24.920441534340927,19.47747422510903,0.0,1.285288354663083,0,0,27.00992930519678,46.132257205225855,0.3245246838637764,6.802157144124147
2025-01-01 03:30:00,220.7847448676736,25.264925188132437,5.578110061762681,0.8532023979592561,0.8367820073004508,36.43163491265141,16.345224177054142,0.0,3.899977556581673,0,0,23.83715833996162,40.12680840673976,0.2997369808979642,5.303810790624151
2025-01-01 03:45:00,230.2256491999416,36.29823183779197,8.356783989665644,2.876151755851709,0.8616998765956113,10.262857476740216,15.559780251443591,0.0,0.0191139720074815,0,1,17.56438990481267,41.53070537590049,0.2332676698750593,8.51798730662877
2025-01-01 04:00:00,223.15234755307583,28.832550602672057,6.434051352929122,1.3483189041246817,0.8355107380175885,16.48738638165546,20.901526542471814,0.0,4.3168361210506525,0,0,37.6751476721528,75.29964616712212,0.3091140654021452,6.137241738233644
